month,OIL,COAL,COPPER,IRONORE,ALUMINIUM,PALMOIL,RUBBER,LNG,NICKEL,ZINC,COFFEEARABICA,COFFEEROBUSTA,LEAD,TIN,HARDWOOD,SOFTWOOD
1991-10-01,21.5600000000000,39.5000000000000,2360.64557547607,15.0300000000000,1152.95458984375,285.096067981794,37.5064506530762,,7453.86328125000,991.649902343750,79.8618164062500,47.4781799316406,522.198730468750,5550.09115499878,573.051208496094,218.326278686523
1991-11-01,20.4100000000000,39.5000000000000,2375.66037788696,15.0300000000000,1134.92504882813,299.144280027274,36.9551887512207,,7258.50000000000,1100.650146484380,78.5177917480469,51.6877784729004,506.241180419922,5514.45042627563,573.887207031250,215.792373657227
1991-12-01,17.6300000000000,39.5000000000000,2205.91849749756,15.0300000000000,1099.52636718750,310.713395829434,35.7230834960938,,7140.26367187500,1185.079101562500,75.0966796875000,51.4295234680176,531.368164062500,5515.89492064209,567.386535644531,232.114410400391
1992-01-01,17.5200000000000,39.5000000000000,2150.57962901611,14.3100000000000,1181.22729492188,316.497953730514,36.3472557067871,3.80000000000000,7531.13671875000,1157.659179687500,72.9904479980469,49.4381828308105,515.671875000000,5483.09137531128,577.773559570313,214.720336914063
1992-02-01,17.6500000000000,39.5000000000000,2208.89225860596,14.3100000000000,1270.75000000000,315.671588316074,36.7998466491699,3.55000000000000,7888.00000000000,1135.475097656250,67.8821105957031,43.2173690795898,505.746032714844,5612.10012927856,599.185668945313,225.148300170898
1992-03-01,17.3500000000000,39.5000000000000,2231.78550956421,14.3100000000000,1282.02270507813,327.240704118234,37.5077896118164,3.45000000000000,7430.45507812500,1217.772705078130,70.1433410644531,43.0595245361328,523.149414062500,5637.04540996094,602.237426757813,231.237289428711
1992-04-01,18.6500000000000,39.5000000000000,2214.16681599274,14.3100000000000,1317.12500000000,333.025262019313,38.9329795837402,3.45000000000000,7417.95117187500,1304.949951171880,65.4299926757813,42.3504981994629,533.256103515625,5836.24972761230,616.377380371094,258.080505371094
1992-05-01,19.5200000000000,39.5000000000000,2219.31505581207,14.3100000000000,1306.71069335938,323.935242460474,39.3038864135742,3.58500000000000,7333.94726562500,1377.736816406250,60.2569999694824,38.7895011901855,520.750000000000,6113.15801934814,628.678222656250,233.156784057617
1992-06-01,20.8800000000000,39.5000000000000,2296.44193858643,14.3100000000000,1275.27270507813,333.851627433753,39.8719711303711,3.72000000000000,7202.36328125000,1385.409179687500,58.3754539489746,38.0695457458496,551.019287109375,6631.99994276123,610.791503906250,231.966094970703
1992-07-01,20.1800000000000,39.5000000000000,2527.28502240143,14.3100000000000,1314.34790039063,315.671588316074,40.1200256347656,3.94000000000000,7516.17382812500,1320.409179687500,57.6822738647461,39.5995445251465,633.250976562500,6980.49985119018,609.619567871094,236.241531372070
1992-08-01,19.6200000000000,39.5000000000000,2513.46998458252,14.3100000000000,1305.55004882813,315.671588316074,39.8480911254883,3.96000000000000,7279.75000000000,1363.400146484380,52.4247627258301,39.9242858886719,655.278076171875,6784.21076134033,607.430419921875,227.334747314453
1992-09-01,20.1900000000000,39.5000000000000,2419.61418178101,14.3100000000000,1270.21435546875,323.315468399644,39.6521720886230,3.98000000000000,6918.57226562500,1367.119140625000,52.7261886596680,42.3880958557129,624.839843750000,6643.33320200806,606.168640136719,231.177963256836
1992-10-01,20.0400000000000,37.2500000000000,2262.45696237183,14.3100000000000,1180.84106445313,326.414338703794,40.3660621643066,3.87000000000000,6322.50000000000,1158.363769531250,61.3954544067383,45.4968185424805,540.452636718750,6025.90907946167,600.246154785156,243.961868286133
1992-11-01,18.9000000000000,35.0000000000000,2161.78909368286,14.3100000000000,1162.21435546875,341.288916163713,40.1375236511230,3.84000000000000,5593.71484375000,1052.238037109380,67.1327819824219,49.0722236633301,462.054107666016,5735.71439985962,623.682678222656,244.614410400391
